mainsL1Volts,mainsL2Volts,mainsL3Volts,mainsL1L2Volts,mainsL2L3Volts,mainsL3L1Volts,mainsL1Current,mainsL2Current,mainsL3Current,mainsECurrent,mainsL1Watts,mainsL2Watts,mainsL3Watts,mainsL1VA,mainsL2VA,mainsL3VA,mainsTotalVA,mainsL1VAr,mainsL2VAr,mainsL3VAr,mainsTotalVAr,mainsPowerFactorL1,mainsPowerFactorL2,mainsPowerFactorL3,mainsAvgPowerFactor,genL1Volts,genL2Volts,genL3Volts,genL1L2Volts,genL2L3Volts,genL3L1Volts,genL1Current,genL2Current,genL3Current,genECurrent,genL1Watts,genL2Watts,genL3Watts,genL1VA,genL2VA,genL3VA,genTotalVA,genL1VAr,genL2VAr,genL3VAr,genTotalVAr,genPowerFactorL1,genPowerFactorL2,genPowerFactorL3,genAvgPowerFactor,engOilPress,engFuelLevel,engChargeAltVolts,engBatteryVolts,engSpeedDisplay,engineFuelLevelUnits
0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,,0.0,78.0,0.0,116.0,0.0,39.0
0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,,0.0,61.0,0.0,105.0,0.0,30.0
0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,,0.0,61.0,0.0,103.0,0.0,31.0
0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,,0.0,77.0,0.0,98.0,0.0,39.0
0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,,0.0,77.0,0.0,93.0,0.0,38.0
0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,,0.0,61.0,0.0,102.0,0.0,30.0
0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,,0.0,63.0,0.0,105.0,0.0,31.0
0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,,217.0,77.0,0.0,97.0,0.0,38.0
0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,,0.0,77.0,0.0,94.0,0.0,38.0
0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,,0.0,63.0,0.0,104.0,0.0,31.0
0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,,0.0,63.0,0.0,110.0,0.0,31.0
0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,,0.0,79.0,0.0,116.0,0.0,31.0
0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,,0.0,79.0,0.0,116.0,0.0,31.0
0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,,0.0,79.0,0.0,116.0,0.0,31.0
0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,,0.0,79.0,0.0,116.0,0.0,31.0
0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,,0.0,79.0,0.0,116.0,0.0,31.0
0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,,0.0,63.0,0.0,91.0,0.0,31.0
0,0,236,0,259,1447,,,,,,,,,,,,,,,,,,,,2412.0,2415.0,2427.0,4165.0,4182.0,4213.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,,368.0,65.0,108.0,124.0,1500.0,31.0
0,2785,1451,2805,4178,1449,,,,,,,,,,,,,,,,,,,,2427.0,2408.0,2406.0,4168.0,4180.0,4179.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,,301.0,65.0,108.0,125.0,1500.0,31.0
0,2797,1442,2783,4190,1450,,,,,,,,,,,,,,,,,,,,2420.0,2422.0,2409.0,4172.0,4183.0,4182.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,,301.0,65.0,109.0,125.0,1500.0,31.0
0,2809,1456,2828,4205,1459,,,,,,,,,,,,,,,,,,,,2434.0,2447.0,2421.0,4232.0,4205.0,4198.0,27.0,0.0,0.0,500.0,-201,0.0,0.0,666.0,0.0,0.0,666.0,-562,0.0,0.0,-562,-30.0,0.0,0.0,-34.0,301.0,66.0,109.0,125.0,1500.0,31.0
0,2813,1446,2790,4205,1456,,,,,,,,,,,,,,,,,,,,2417.0,2440.0,2405.0,4195.0,4207.0,4176.0,22.0,0.0,0.0,510.0,-200,0.0,0.0,580.0,0.0,0.0,580.0,-548,0.0,0.0,-548,-34.0,0.0,0.0,-34.0,301.0,65.0,109.0,125.0,1500.0,31.0
0,2808,1457,2827,4205,1454,,,,,,,,,,,,,,,,,,,,2431.0,2446.0,2425.0,4224.0,4205.0,4209.0,27.0,0.0,0.0,490.0,-197,0.0,0.0,662.0,0.0,0.0,662.0,-630,0.0,0.0,-561,-29.0,0.0,0.0,-31.0,301.0,66.0,109.0,125.0,1500.0,31.0
0,2806,1445,2793,4205,1454,,,,,,,,,,,,,,,,,,,,2420.0,2445.0,2401.0,4204.0,4205.0,4206.0,22.0,0.0,0.0,510.0,-198,0.0,0.0,580.0,0.0,0.0,580.0,-635,0.0,0.0,-635,-34.0,0.0,0.0,-29.0,301.0,65.0,109.0,125.0,1500.0,31.0
0,2806,1457,2827,4205,1454,,,,,,,,,,,,,,,,,,,,2434.0,2432.0,2421.0,4231.0,4205.0,4197.0,27.0,0.0,0.0,490.0,-197,0.0,0.0,666.0,0.0,0.0,666.0,-634,0.0,0.0,-634,-29.0,0.0,0.0,-29.0,301.0,66.0,110.0,125.0,1500.0,31.0
0,2813,1446,2794,4205,1454,,,,,,,,,,,,,,,,,,,,2421.0,2446.0,2400.0,4205.0,4205.0,4208.0,23.0,0.0,0.0,510.0,-197,0.0,0.0,579.0,0.0,0.0,579.0,-550,0.0,0.0,-550,-34.0,0.0,0.0,-34.0,301.0,66.0,110.0,126.0,1500.0,31.0
0,2808,1454,2824,4205,1454,,,,,,,,,,,,,,,,,,,,2431.0,2430.0,2423.0,4229.0,4205.0,4194.0,27.0,20.0,0.0,490.0,-197,0.0,0.0,670.0,0.0,0.0,670.0,-635,0.0,0.0,-635,-29.0,0.0,0.0,-29.0,301.0,66.0,109.0,125.0,1500.0,31.0
0,2807,1446,2787,4205,1454,,,,,,,,,,,,,,,,,,,,2416.0,2436.0,2420.0,4193.0,4205.0,4196.0,22.0,0.0,0.0,510.0,-196,0.0,0.0,581.0,0.0,0.0,581.0,-554,0.0,0.0,-554,-31.0,0.0,0.0,-31.0,301.0,66.0,109.0,126.0,1500.0,31.0
0,2806,1456,2826,4205,1454,,,,,,,,,,,,,,,,,,,,2431.0,2432.0,2425.0,4223.0,4205.0,4207.0,27.0,0.0,0.0,490.0,-196,0.0,0.0,664.0,0.0,0.0,664.0,-636,0.0,0.0,-636,-29.0,0.0,0.0,-34.0,301.0,66.0,110.0,126.0,1500.0,31.0
0,2812,1446,2791,4205,1454,,,,,,,,,,,,,,,,,,,,2420.0,2432.0,2400.0,4195.0,4205.0,4166.0,23.0,0.0,0.0,510.0,-197,0.0,0.0,581.0,0.0,0.0,581.0,-554,0.0,0.0,-554,-31.0,0.0,0.0,-31.0,301.0,66.0,110.0,125.0,1500.0,31.0
0,2810,1456,2826,4205,1454,,,,,,,,,,,,,,,,,,,,2431.0,2431.0,2425.0,4223.0,4205.0,4208.0,27.0,0.0,0.0,490.0,-196,0.0,0.0,661.0,0.0,0.0,661.0,-625,0.0,0.0,-625,-29.0,0.0,0.0,-29.0,301.0,66.0,110.0,125.0,1500.0,31.0
0,2805,1445,2790,4205,1454,,,,,,,,,,,,,,,,,,,,2416.0,2440.0,2421.0,4194.0,4205.0,4198.0,27.0,0.0,0.0,510.0,-196,0.0,0.0,661.0,0.0,0.0,661.0,-630,0.0,0.0,-630,-34.0,0.0,0.0,-29.0,301.0,65.0,110.0,126.0,1500.0,31.0
0,2812,1456,2796,4205,1454,,,,,,,,,,,,,,,,,,,,2432.0,2434.0,2422.0,4226.0,4205.0,4210.0,27.0,0.0,0.0,490.0,-196,0.0,0.0,660.0,0.0,0.0,662.0,-627,0.0,0.0,-627,-29.0,0.0,0.0,-29.0,301.0,66.0,110.0,126.0,1500.0,31.0
0,2810,1445,2794,4205,1454,,,,,,,,,,,,,,,,,,,,2420.0,2431.0,2400.0,4195.0,4205.0,4166.0,22.0,0.0,0.0,490.0,-196,0.0,0.0,583.0,0.0,0.0,583.0,-556,0.0,0.0,-616,-34.0,0.0,0.0,-29.0,301.0,66.0,110.0,126.0,1500.0,31.0
0,2811,1457,2826,4205,1454,,,,,,,,,,,,,,,,,,,,2430.0,2432.0,2424.0,4231.0,4205.0,4206.0,27.0,0.0,0.0,490.0,-196,0.0,0.0,656.0,0.0,0.0,656.0,-619,0.0,0.0,-619,-30.0,0.0,0.0,-29.0,301.0,66.0,110.0,126.0,1500.0,31.0
0,2811,1446,2791,4205,1454,,,,,,,,,,,,,,,,,,,,2416.0,2431.0,2404.0,4194.0,4205.0,4175.0,22.0,0.0,0.0,490.0,-195,0.0,0.0,579.0,0.0,0.0,579.0,-555,0.0,0.0,-555,-29.0,0.0,0.0,-29.0,301.0,66.0,110.0,126.0,1500.0,31.0
0,2806,1456,2824,4205,1454,,,,,,,,,,,,,,,,,,,,2434.0,2437.0,2420.0,4231.0,4205.0,4197.0,27.0,20.0,0.0,490.0,-195,0.0,0.0,664.0,0.0,0.0,664.0,-631,0.0,0.0,-631,-29.0,0.0,0.0,-29.0,301.0,66.0,110.0,126.0,1500.0,31.0
0,2805,1455,2787,4205,1454,,,,,,,,,,,,,,,,,,,,2432.0,2429.0,2398.0,4191.0,4205.0,4172.0,23.0,21.0,0.0,510.0,-193,0.0,0.0,574.0,0.0,0.0,574.0,-553,0.0,0.0,-553,-31.0,0.0,0.0,-31.0,301.0,66.0,110.0,126.0,1500.0,31.0
0,2811,1456,2827,4205,1454,,,,,,,,,,,,,,,,,,,,2431.0,2432.0,2420.0,4222.0,4205.0,4197.0,27.0,0.0,0.0,490.0,-195,0.0,0.0,662.0,0.0,0.0,662.0,-634,0.0,0.0,-634,-29.0,0.0,0.0,-29.0,301.0,66.0,110.0,126.0,1500.0,31.0
0,2811,1445,2793,4203,1454,,,,,,,,,,,,,,,,,,,,2417.0,2432.0,2401.0,4204.0,4205.0,4166.0,23.0,0.0,0.0,510.0,-195,0.0,0.0,574.0,0.0,0.0,574.0,-545,0.0,0.0,-545,-31.0,0.0,0.0,-31.0,301.0,65.0,110.0,126.0,1500.0,31.0
0,2807,1456,2824,4203,1454,,,,,,,,,,,,,,,,,,,,2434.0,2432.0,2420.0,4222.0,4205.0,4166.0,27.0,0.0,0.0,490.0,-195,0.0,0.0,664.0,0.0,0.0,664.0,-632,0.0,0.0,-632,-29.0,0.0,0.0,-29.0,301.0,66.0,110.0,126.0,1500.0,31.0
0,2813,1458,2828,4203,1454,,,,,,,,,,,,,,,,,,,,2417.0,2432.0,2404.0,4194.0,4205.0,4165.0,23.0,0.0,0.0,510.0,-195,0.0,0.0,571.0,0.0,0.0,571.0,-545,0.0,0.0,-545,-31.0,0.0,0.0,-34.0,308.0,65.0,110.0,126.0,1500.0,31.0
0,2810,1456,2791,4203,1454,,,,,,,,,,,,,,,,,,,,2417.0,2439.0,2421.0,4223.0,4205.0,4167.0,27.0,0.0,0.0,480.0,-194,0.0,0.0,657.0,0.0,0.0,657.0,-625,0.0,0.0,-625,-29.0,0.0,0.0,-29.0,301.0,65.0,110.0,126.0,1500.0,31.0
0,2811,1446,2791,4203,1454,,,,,,,,,,,,,,,,,,,,2416.0,2445.0,2400.0,4193.0,4205.0,4164.0,23.0,0.0,0.0,510.0,-195,0.0,0.0,577.0,0.0,0.0,577.0,-552,0.0,0.0,-552,-31.0,0.0,0.0,-31.0,308.0,64.0,110.0,126.0,1500.0,31.0
0,2805,1456,2824,4203,1454,,,,,,,,,,,,,,,,,,,,2414.0,2443.0,2422.0,4225.0,4205.0,4165.0,27.0,0.0,0.0,490.0,-195,0.0,0.0,661.0,0.0,0.0,661.0,-625,0.0,0.0,-625,-29.0,0.0,0.0,-29.0,308.0,64.0,110.0,126.0,1500.0,31.0
0,2811,1445,2791,4203,1454,,,,,,,,,,,,,,,,,,,,2420.0,2445.0,2401.0,4205.0,4205.0,4166.0,23.0,0.0,0.0,510.0,-196,0.0,0.0,569.0,0.0,0.0,569.0,-537,0.0,0.0,-537,-34.0,0.0,0.0,-34.0,308.0,65.0,110.0,126.0,1500.0,31.0
0,2812,1456,2826,4203,1454,,,,,,,,,,,,,,,,,,,,2430.0,2432.0,2401.0,4232.0,4205.0,4166.0,27.0,0.0,0.0,490.0,-195,0.0,0.0,663.0,0.0,0.0,663.0,-628,0.0,0.0,-628,-29.0,0.0,0.0,-29.0,353.0,64.0,110.0,126.0,1500.0,31.0
0,2810,1445,2791,4205,1454,,,,,,,,,,,,,,,,,,,,2416.0,2445.0,2404.0,4193.0,4205.0,4165.0,23.0,0.0,0.0,510.0,-196,0.0,0.0,576.0,0.0,0.0,576.0,-548,0.0,0.0,-548,-31.0,0.0,0.0,-34.0,353.0,64.0,110.0,125.0,1500.0,31.0
0,2811,1455,2827,4205,1454,,,,,,,,,,,,,,,,,,,,2434.0,2440.0,2405.0,4231.0,4205.0,4176.0,27.0,0.0,0.0,480.0,-194,0.0,0.0,659.0,0.0,0.0,659.0,-626,0.0,0.0,-626,-29.0,0.0,0.0,-29.0,353.0,65.0,110.0,126.0,1500.0,31.0
0,2811,1445,2793,4203,1454,,,,,,,,,,,,,,,,,,,,2416.0,2445.0,2401.0,4204.0,4205.0,4206.0,23.0,21.0,0.0,510.0,-195,0.0,0.0,578.0,0.0,0.0,578.0,-552,0.0,0.0,-552,-31.0,0.0,0.0,-29.0,308.0,64.0,110.0,126.0,1500.0,31.0
0,2811,1456,2829,4203,1454,,,,,,,,,,,,,,,,,,,,2435.0,2431.0,2402.0,4224.0,4205.0,4168.0,23.0,0.0,0.0,480.0,-195,0.0,0.0,578.0,0.0,0.0,578.0,-548,0.0,0.0,-548,-29.0,0.0,0.0,-31.0,308.0,64.0,110.0,126.0,1503.0,31.0
0,2807,1446,2791,4203,1454,,,,,,,,,,,,,,,,,,,,2416.0,2439.0,2404.0,4193.0,4205.0,4197.0,22.0,0.0,0.0,510.0,-195,0.0,0.0,579.0,0.0,0.0,579.0,-548,0.0,0.0,-548,-31.0,0.0,0.0,-31.0,308.0,64.0,110.0,126.0,1500.0,31.0
0,2811,1456,2825,4203,1454,,,,,,,,,,,,,,,,,,,,2434.0,2446.0,2425.0,4232.0,4205.0,4198.0,27.0,0.0,0.0,510.0,-194,0.0,0.0,663.0,0.0,0.0,663.0,-631,0.0,0.0,-553,-29.0,0.0,0.0,-31.0,308.0,64.0,110.0,126.0,1500.0,31.0
0,2811,1446,2792,4203,1454,,,,,,,,,,,,,,,,,,,,2416.0,2445.0,2405.0,4203.0,4205.0,4166.0,23.0,0.0,0.0,510.0,-194,0.0,0.0,573.0,0.0,0.0,573.0,-546,0.0,0.0,-546,-31.0,0.0,0.0,-31.0,343.0,64.0,110.0,125.0,1500.0,31.0
0,2810,1456,2827,4203,1454,,,,,,,,,,,,,,,,,,,,2431.0,2440.0,2420.0,4222.0,4205.0,4196.0,27.0,0.0,0.0,510.0,-194,0.0,0.0,666.0,0.0,0.0,666.0,-631,0.0,0.0,-631,-34.0,0.0,0.0,-31.0,308.0,63.0,110.0,125.0,1500.0,31.0
0,2810,1446,2790,4203,1454,,,,,,,,,,,,,,,,,,,,2416.0,2445.0,2400.0,4194.0,4205.0,4166.0,23.0,22.0,0.0,510.0,-194,0.0,0.0,575.0,0.0,0.0,575.0,-550,0.0,0.0,-550,-31.0,0.0,0.0,-31.0,308.0,64.0,110.0,125.0,1500.0,31.0
0,2809,1456,2827,4203,1454,,,,,,,,,,,,,,,,,,,,2434.0,2444.0,2420.0,4231.0,4205.0,4196.0,27.0,0.0,0.0,490.0,-194,0.0,0.0,660.0,0.0,0.0,660.0,-627,0.0,0.0,-627,-29.0,0.0,0.0,-29.0,343.0,64.0,110.0,125.0,1500.0,31.0
0,2811,1445,2790,4203,1454,,,,,,,,,,,,,,,,,,,,2435.0,2431.0,2405.0,4232.0,4205.0,4168.0,23.0,0.0,0.0,510.0,-193,0.0,0.0,576.0,0.0,0.0,576.0,-550,0.0,0.0,-550,-31.0,0.0,0.0,-31.0,308.0,64.0,109.0,125.0,1500.0,31.0
0,2809,1456,2823,4202,1460,,,,,,,,,,,,,,,,,,,,2428.0,2443.0,2423.0,4228.0,4202.0,4204.0,27.0,0.0,0.0,490.0,-191,0.0,0.0,660.0,0.0,0.0,660.0,-632,0.0,0.0,-632,-29.0,0.0,0.0,-28.0,308.0,63.0,110.0,126.0,1500.0,31.0
0,2808,1444,2791,4202,1455,,,,,,,,,,,,,,,,,,,,2418.0,2443.0,2399.0,4201.0,4202.0,4201.0,22.0,0.0,0.0,520.0,-196,0.0,0.0,591.0,0.0,0.0,591.0,-574,0.0,0.0,-574,-31.0,0.0,0.0,-31.0,308.0,63.0,110.0,126.0,1500.0,31.0
0,2802,1454,2821,4198,1451,,,,,,,,,,,,,,,,,,,,2417.0,2431.0,2396.0,4192.0,4200.0,4157.0,21.0,0.0,0.0,550.0,-210,0.0,0.0,636.0,0.0,0.0,636.0,-622,0.0,0.0,-622,-28.0,0.0,0.0,-31.0,308.0,63.0,110.0,125.0,1500.0,31.0
0,2807,1443,2787,4198,1451,,,,,,,,,,,,,,,,,,,,2412.0,2437.0,2413.0,4188.0,4200.0,4184.0,20.0,0.0,0.0,570.0,-210,0.0,0.0,735.0,0.0,0.0,735.0,-718,0.0,0.0,-718,-32.0,0.0,0.0,-28.0,308.0,63.0,110.0,125.0,1500.0,31.0
0,2807,1454,2824,4198,1451,,,,,,,,,,,,,,,,,,,,2413.0,2430.0,2396.0,4199.0,4198.0,4156.0,21.0,0.0,0.0,550.0,-210,0.0,0.0,640.0,0.0,0.0,640.0,-628,0.0,0.0,-628,-28.0,0.0,0.0,-32.0,308.0,63.0,110.0,125.0,1500.0,31.0
0,2807,1442,2789,4198,1451,,,,,,,,,,,,,,,,,,,,2412.0,2442.0,2417.0,4199.0,4198.0,4194.0,20.0,0.0,0.0,570.0,-211,0.0,0.0,744.0,0.0,0.0,744.0,-724,0.0,0.0,-724,-33.0,0.0,0.0,-28.0,308.0,63.0,110.0,125.0,1500.0,31.0
0,2808,1454,2825,4198,1451,,,,,,,,,,,,,,,,,,,,2415.0,2434.0,2398.0,4194.0,4198.0,4160.0,21.0,0.0,0.0,550.0,-211,0.0,0.0,641.0,0.0,0.0,641.0,-625,0.0,0.0,-625,-28.0,0.0,0.0,-32.0,308.0,63.0,109.0,125.0,1503.0,31.0
0,2807,1454,2825,4198,1451,,,,,,,,,,,,,,,,,,,,2413.0,2439.0,2414.0,4218.0,4198.0,4196.0,20.0,0.0,0.0,570.0,-211,0.0,0.0,739.0,0.0,0.0,739.0,-722,0.0,0.0,-722,-32.0,0.0,0.0,-28.0,308.0,63.0,109.0,125.0,1500.0,31.0
0,2808,1453,2824,4198,1451,,,,,,,,,,,,,,,,,,,,2412.0,2437.0,2399.0,4189.0,4198.0,4166.0,21.0,0.0,0.0,550.0,-212,0.0,0.0,640.0,0.0,0.0,640.0,-622,0.0,0.0,-622,-28.0,0.0,0.0,-33.0,303.0,62.0,109.0,125.0,1500.0,31.0
0,2812,1455,2826,4198,1451,,,,,,,,,,,,,,,,,,,,2428.0,2446.0,2420.0,4232.0,4198.0,4191.0,20.0,0.0,0.0,570.0,-211,0.0,0.0,740.0,0.0,0.0,740.0,-719,0.0,0.0,-725,-28.0,0.0,0.0,-28.0,303.0,62.0,109.0,125.0,1500.0,31.0
0,2804,1454,2823,4198,1451,,,,,,,,,,,,,,,,,,,,2411.0,2430.0,2398.0,4188.0,4198.0,4155.0,21.0,0.0,0.0,570.0,-211,0.0,0.0,640.0,0.0,0.0,640.0,-625,0.0,0.0,-625,-32.0,0.0,0.0,-32.0,308.0,62.0,110.0,126.0,1500.0,31.0
0,2804,1453,2824,4198,1451,,,,,,,,,,,,,,,,,,,,2429.0,2438.0,2414.0,4217.0,4198.0,4185.0,20.0,0.0,0.0,570.0,-212,0.0,0.0,745.0,0.0,0.0,745.0,-724,0.0,0.0,-724,-32.0,0.0,0.0,-32.0,303.0,62.0,110.0,125.0,1500.0,31.0
0,2807,1453,2823,4198,1451,,,,,,,,,,,,,,,,,,,,2412.0,2444.0,2399.0,4190.0,4198.0,4165.0,21.0,0.0,0.0,570.0,-211,0.0,0.0,640.0,0.0,0.0,640.0,-625,0.0,0.0,-625,-33.0,0.0,0.0,-32.0,303.0,62.0,109.0,125.0,1500.0,31.0
